LebwohlLasher_numba.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.284, Time: 1.808470 s
         4125652 function calls (4056072 primitive calls) in 4.559 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.005    0.001 callconv.py:547(call_function)
      100    0.003    0.000    0.005    0.000 {method 'randint' of 'numpy.random.mtrand.RandomState' objects}
      155    0.001    0.000    0.005    0.000 __init__.py:2499(parse)
      416    0.002    0.000    0.005    0.000 version.py:293(__str__)
       17    0.000    0.000    0.005    0.000 types.py:48(get_abi_size)
        1    0.000    0.000    0.005    0.005 bz2.py:1(<module>)
      564    0.001    0.000    0.005    0.000 functions.py:305(<listcomp>)
     1124    0.001    0.000    0.005    0.000 __init__.py:2058(<genexpr>)
     1464    0.001    0.000    0.005    0.000 base.py:376(insert_func_defn)
     1364    0.002    0.000    0.005    0.000 __init__.py:2081(dist_factory)
       23    0.001    0.000    0.005    0.000 inline_closurecall.py:1350(_inline_const_arraycall)
        1    0.000    0.000    0.004    0.004 backend_tools.py:1(<module>)
       32    0.000    0.000    0.004    0.000 colors.py:927(from_list)
      871    0.004    0.000    0.004    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.004    0.004 font_manager.py:1(<module>)
       88    0.000    0.000    0.004    0.000 templates.py:698(_get_impl)
      428    0.001    0.000    0.004    0.000 rcsetup.py:310(validate_color)
       79    0.000    0.000    0.004    0.000 base.py:1194(__init__)
       51    0.002    0.000    0.004    0.000 linalg.py:1187(eig)
     4864    0.003    0.000    0.004    0.000 {built-in method builtins.max}
      247    0.000    0.000    0.004    0.000 value.py:206(is_declaration)
    20465    0.004    0.000    0.004    0.000 {method 'group' of 're.Match' objects}
    94/93    0.000    0.000    0.004    0.000 base.py:514(get_constant_generic)
     1486    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:125(release)
        1    0.000    0.000    0.004    0.004 cgutils.py:1(<module>)
     1116    0.000    0.000    0.004    0.000 __init__.py:2358(_normalize_cached)
       82    0.000    0.000    0.004    0.000 extending.py:394(intrinsic)
     1931    0.001    0.000    0.004    0.000 contextlib.py:279(helper)
        1    0.000    0.000    0.004    0.004 codegen.py:1174(_init)
        2    0.000    0.000    0.004    0.002 misc.py:1(<module>)
       82    0.000    0.000    0.004    0.000 extending.py:431(_intrinsic)
        2    0.000    0.000    0.004    0.002 scanner.py:1(<module>)
       12    0.000    0.000    0.004    0.000 pyparsing.py:4251(__init__)
      312    0.000    0.000    0.004    0.000 functions.py:266(augment)
      315    0.001    0.000    0.004    0.000 builder.py:966(extract_value)
     2574    0.002    0.000    0.004    0.000 <__array_function__ internals>:2(can_cast)
       79    0.000    0.000    0.004    0.000 base.py:1223(__call__)
      701    0.001    0.000    0.004    0.000 re.py:202(sub)
        1    0.000    0.000    0.004    0.004 pickle.py:1(<module>)
        2    0.000    0.000    0.004    0.002 function_base.py:1(<module>)
        4    0.000    0.000    0.004    0.001 numbers.py:190(int_rem_impl)
       17    0.000    0.000    0.004    0.000 types.py:33(_get_ll_pointer_type)
       10    0.000    0.000    0.004    0.000 arrayobj.py:71(_make_refs)
    55/41    0.000    0.000    0.004    0.000 typing.py:401(__getitem__)
      158    0.001    0.000    0.004    0.000 lowering.py:379(<listcomp>)
        4    0.000    0.000    0.004    0.001 numbers.py:130(_int_divmod_impl)
    36/11    0.000    0.000    0.004    0.000 pyparsing.py:3743(leaveWhitespace)
      562    0.004    0.000    0.004    0.000 {method 'splitlines' of 'str' objects}
    31329    0.004    0.000    0.004    0.000 abstract.py:95(key)
       75    0.001    0.000    0.004    0.000 values.py:925(__init__)
        1    0.000    0.000    0.004    0.004 ticker.py:1(<module>)
      471    0.000    0.000    0.004    0.000 pyparsing.py:1167(copy)
      616    0.001    0.000    0.004    0.000 _inspect.py:96(getargspec)
      318    0.000    0.000    0.004    0.000 context.py:268(core)
        9    0.000    0.000    0.004    0.000 typeconv.py:78(promote)
        1    0.000    0.000    0.004    0.004 _misc.py:1(<module>)
        9    0.000    0.000    0.004    0.000 castgraph.py:125(promote)
        1    0.000    0.000    0.004    0.004 constructor.py:1(<module>)
      704    0.002    0.000    0.004    0.000 numpy_support.py:125(as_dtype)
        1    0.003    0.003    0.004    0.004 executionengine.py:1(<module>)
     1049    0.001    0.000    0.004    0.000 functions.py:230(_unlit_non_poison)
        1    0.000    0.000    0.004    0.004 axes3d.py:44(Axes3D)
      313    0.001    0.000    0.004    0.000 builder.py:768(store)
        3    0.001    0.000    0.004    0.001 ir_utils.py:2297(fixup_var_define_in_scope)
        9    0.000    0.000    0.004    0.000 __init__.py:2341(normalize_path)
     1129    0.001    0.000    0.004    0.000 base.py:127(_match)
     1004    0.001    0.000    0.004    0.000 functools.py:818(dispatch)
       10    0.000    0.000    0.004    0.000 posixpath.py:392(realpath)
       95    0.001    0.000    0.004    0.000 typing.py:1016(__init__)
       11    0.000    0.000    0.004    0.000 pyparsing.py:1901(parseString)
     2647    0.001    0.000    0.004    0.000 castgraph.py:48(get)
      811    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:173(__exit__)
       16    0.000    0.000    0.004    0.000 arrayobj.py:91(shape)
      323    0.001    0.000    0.004    0.000 context.py:287(find_matching_getattr_template)
       10    0.000    0.000    0.004    0.000 pyparsing.py:5120(__init__)
       79    0.000    0.000    0.004    0.000 base.py:1211(_has_loc)
       64    0.000    0.000    0.004    0.000 deprecation.py:318(delete_parameter)
    11/10    0.000    0.000    0.004    0.000 posixpath.py:401(_joinrealpath)
      428    0.000    0.000    0.004    0.000 colors.py:111(is_color_like)
      166    0.000    0.000    0.004    0.000 templates.py:1173(make_overload_method_template)
       50    0.000    0.000    0.004    0.000 traceback.py:216(extract_stack)
        1    0.000    0.000    0.004    0.004 typing_extensions.py:1(<module>)
       41    0.000    0.000    0.004    0.000 typing.py:483(Union)
      116    0.000    0.000    0.004    0.000 cgutils.py:893(gep_inbounds)
      137    0.000    0.000    0.004    0.000 rcsetup.py:88(f)
       27    0.000    0.000    0.004    0.000 transforms.py:353(canonicalize_cfg)
        1    0.000    0.000    0.004    0.004 __init__.py:189(_check_versions)
        1    0.000    0.000    0.004    0.004 nrtdynmod.py:181(create_nrt_module)
     32/9    0.000    0.000    0.004    0.000 pyparsing.py:4466(leaveWhitespace)
        4    0.000    0.000    0.004    0.001 pyparsing.py:1608(parseString)
        4    0.000    0.000    0.004    0.001 transforms.py:1(<module>)
      170    0.003    0.000    0.004    0.000 templates.py:1151(make_overload_attribute_template)
      234    0.001    0.000    0.004    0.000 npydecl.py:26(_handle_inputs)
        8    0.000    0.000    0.004    0.000 cgutils.py:694(get_item_pointer)
      262    0.001    0.000    0.004    0.000 byteflow.py:276(dispatch)
      342    0.000    0.000    0.004    0.000 sre_parse.py:97(closegroup)
       27    0.000    0.000    0.004    0.000 transforms.py:283(canonicalize_cfg_single_backedge)
       75    0.000    0.000    0.004    0.000 values.py:963(descr_prototype)
      117    0.000    0.000    0.004    0.000 cgutils.py:900(gep)
        1    0.000    0.000    0.004    0.004 constructor.py:171(SafeConstructor)
        1    0.000    0.000    0.004    0.004 debuginfo.py:1(<module>)
        1    0.000    0.000    0.004    0.004 lowering.py:1(<module>)
      635    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
       50    0.001    0.000    0.004    0.000 traceback.py:338(extract)
      459    0.000    0.000    0.004    0.000 pprint.py:453(_repr)
        9    0.000    0.000    0.003    0.000 callconv.py:385(return_user_exc)
        4    0.000    0.000    0.003    0.001 callconv.py:116(raise_error)
        3    0.000    0.000    0.003    0.001 config.py:499(reload_config)
       50    0.003    0.000    0.003    0.000 {method 'normal' of 'numpy.random.mtrand.RandomState' objects}
        2    0.000    0.000    0.003    0.002 errors.py:1(<module>)
       15    0.000    0.000    0.003    0.000 typeof.py:84(_typeof_type)
      380    0.001    0.000    0.003    0.000 ir.py:862(__str__)
      635    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
        2    0.000    0.000    0.003    0.002 module.py:1(<module>)
      410    0.000    0.000    0.003    0.000 pyparsing.py:1423(copy)
      378    0.001    0.000    0.003    0.000 enum.py:89(__setitem__)
        4    0.000    0.000    0.003    0.001 base.py:895(call_internal)
       82    0.000    0.000    0.003    0.000 extending.py:349(_register)
       43    0.003    0.000    0.003    0.000 {built-in method posix.lstat}
      172    0.000    0.000    0.003    0.000 lowering.py:1526(_lit_or_omitted)
      926    0.001    0.000    0.003    0.000 copy.py:259(_reconstruct)
      536    0.001    0.000    0.003    0.000 errors.py:467(catch_warnings)
      278    0.001    0.000    0.003    0.000 interpreter.py:692(store)
      297    0.001    0.000    0.003    0.000 builder.py:755(load)
        4    0.000    0.000    0.003    0.001 codegen.py:774(_verify_declare_only_symbols)
        1    0.000    0.000    0.003    0.003 numerictypes.py:1(<module>)
        2    0.000    0.000    0.003    0.002 npdatetime.py:1(<module>)
      254    0.001    0.000    0.003    0.000 __init__.py:675(add)
      386    0.000    0.000    0.003    0.000 __init__.py:1603(_has)
   260/11    0.001    0.000    0.003    0.000 pyparsing.py:1647(_parseNoCache)
    61/11    0.000    0.000    0.003    0.000 pyparsing.py:3288(leaveWhitespace)
     6019    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        4    0.003    0.001    0.003    0.001 {method 'readlines' of '_io._IOBase' objects}
       10    0.000    0.000    0.003    0.000 pyparsing.py:3140(__init__)
        2    0.000    0.000    0.003    0.002 rangeobj.py:91(getiter_range32_impl)
        1    0.000    0.000    0.003    0.003 rrule.py:1(<module>)
    63/11    0.000    0.000    0.003    0.000 pyparsing.py:4049(parseImpl)
        1    0.000    0.000    0.003    0.003 dictobject.py:1(<module>)
    24474    0.003    0.000    0.003    0.000 {method 'isidentifier' of 'str' objects}
     1931    0.003    0.000    0.003    0.000 contextlib.py:102(__init__)
        4    0.000    0.000    0.003    0.001 tokenize.py:390(open)
      240    0.001    0.000    0.003    0.000 ir.py:575(__repr__)
2001/1929    0.001    0.000    0.003    0.000 misc.py:52(unliteral)
      315    0.001    0.000    0.003    0.000 instructions.py:638(__init__)
      265    0.000    0.000    0.003    0.000 ssa.py:300(on_assign)
        1    0.000    0.000    0.003    0.003 scimath.py:1(<module>)
    25558    0.003    0.000    0.003    0.000 inspect.py:2687(name)
        1    0.000    0.000    0.003    0.003 filedialog.py:1(<module>)
        4    0.000    0.000    0.003    0.001 boxing.py:46(unbox_integer)
     1839    0.002    0.000    0.003    0.000 values.py:564(_get_reference)
     3156    0.001    0.000    0.003    0.000 abstract.py:123(__ne__)
      410    0.000    0.000    0.003    0.000 inline_closurecall.py:1484(list_var_used)
     8651    0.002    0.000    0.003    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.003    0.001 boxing.py:438(unbox_array)
      740    0.002    0.000    0.003    0.000 functions.py:78(add_error)
        1    0.000    0.000    0.003    0.003 charset.py:1(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:445(StrFormatStyle)
        1    0.000    0.000    0.003    0.003 lapack.py:1(<module>)
        3    0.000    0.000    0.003    0.001 typed_passes.py:520(run_pass)
        2    0.000    0.000    0.003    0.001 rangeobj.py:104(from_range_state)
       77    0.000    0.000    0.003    0.000 cgutils.py:417(get_or_insert_function)
  640/459    0.000    0.000    0.003    0.000 pprint.py:462(format)
       61    0.000    0.000    0.003    0.000 rcsetup.py:107(<listcomp>)
        4    0.000    0.000    0.003    0.001 codegen.py:1033(scan_defined_symbols)
        1    0.000    0.000    0.003    0.003 plistlib.py:1(<module>)
        1    0.000    0.000    0.003    0.003 PngImagePlugin.py:1(<module>)
    26913    0.003    0.000    0.003    0.000 {method 'extend' of 'list' objects}
       70    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
     4123    0.002    0.000    0.003    0.000 posixpath.py:41(_get_sep)
       89    0.000    0.000    0.003    0.000 module.py:45(add_metadata)
     4316    0.002    0.000    0.003    0.000 event.py:50(_guard_kind)
     1905    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      239    0.000    0.000    0.003    0.000 rcsetup.py:282(validate_color_for_prop_cycle)
        2    0.000    0.000    0.003    0.001 codegen.py:1207(_module_pass_manager)
       84    0.000    0.000    0.003    0.000 cgutils.py:142(_get_ptr_by_index)
       96    0.000    0.000    0.003    0.000 targetconfig.py:187(__hash__)
      238    0.000    0.000    0.003    0.000 numpy_support.py:374(<listcomp>)
     56/9    0.000    0.000    0.003    0.000 pyparsing.py:3897(leaveWhitespace)
      581    0.001    0.000    0.003    0.000 types.py:77(__call__)
     5236    0.002    0.000    0.003    0.000 sre_parse.py:250(match)
      108    0.000    0.000    0.003    0.000 lowering.py:1509(incref)
        7    0.001    0.000    0.003    0.000 enum.py:553(<listcomp>)
      448    0.000    0.000    0.003    0.000 colors.py:152(to_rgba)
      284    0.001    0.000    0.003    0.000 function_base.py:475(add_newdoc)
     1338    0.001    0.000    0.003    0.000 re.py:187(match)
     2661    0.001    0.000    0.003    0.000 castgraph.py:65(__getitem__)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3363(copy)
     2424    0.003    0.000    0.003    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.003    0.003 _add_newdocs.py:1(<module>)
        5    0.000    0.000    0.003    0.001 codegen.py:685(_get_module_for_linking)
      635    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
      233    0.001    0.000    0.003    0.000 typeinfer.py:1092(add_type)
        1    0.000    0.000    0.003    0.003 postproc.py:1(<module>)
        1    0.000    0.000    0.003    0.003 unicode_support.py:1(<module>)
        1    0.000    0.000    0.003    0.003 lzma.py:1(<module>)
      508    0.001    0.000    0.003    0.000 posixpath.py:117(splitext)
   114/56    0.000    0.000    0.003    0.000 pyparsing.py:3968(copy)
        1    0.000    0.000    0.003    0.003 _basic.py:1(<module>)
       43    0.000    0.000    0.003    0.000 instructions.py:191(set_weights)
  640/459    0.002    0.000    0.003    0.000 pprint.py:550(_safe_repr)
        1    0.000    0.000    0.003    0.003 listobject.py:1(<module>)
      833    0.002    0.000    0.003    0.000 extending.py:60(overload)
    15294    0.003    0.000    0.003    0.000 {method 'rstrip' of 'str' objects}
      476    0.001    0.000    0.003    0.000 numpy_support.py:387(choose_types)
      211    0.000    0.000    0.003    0.000 instructions.py:177(__init__)
       71    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
      439    0.001    0.000    0.003    0.000 genericpath.py:39(isdir)
     2319    0.001    0.000    0.003    0.000 ffi.py:93(__getattr__)
       18    0.000    0.000    0.003    0.000 rcsetup.py:390(validate_font_properties)
    205/4    0.001    0.000    0.003    0.001 pyparsing.py:1370(_parseNoCache)
      118    0.000    0.000    0.003    0.000 context.py:217(incref)
        9    0.000    0.000    0.003    0.000 fontconfig_pattern.py:119(parse)
        3    0.000    0.000    0.003    0.001 removerefctpass.py:99(remove_unnecessary_nrt_usage)
     36/4    0.000    0.000    0.003    0.001 pyparsing.py:3397(parseImpl)
        3    0.000    0.000    0.003    0.001 patches.py:2159(pprint_styles)
        1    0.000    0.000    0.003    0.003 templates.py:1(<module>)
       41    0.000    0.000    0.003    0.000 ir.py:97(_get_path)
        8    0.000    0.000    0.003    0.000 codegen.py:1231(_function_pass_manager)
      313    0.000    0.000    0.003    0.000 instructions.py:429(__init__)
        1    0.000    0.000    0.003    0.003 dumper.py:1(<module>)
       83    0.000    0.000    0.003    0.000 builder.py:874(call)
       97    0.000    0.000    0.002    0.000 typed_passes.py:661(_do_work_expr)
      265    0.000    0.000    0.002    0.000 interpreter.py:424(_iter_inst)
      603    0.001    0.000    0.002    0.000 ffi.py:313(close)
       41    0.000    0.000    0.002    0.000 posixpath.py:466(relpath)
        3    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
      933    0.001    0.000    0.002    0.000 templates.py:1233(register)
       96    0.000    0.000    0.002    0.000 targetconfig.py:196(values)
      998    0.001    0.000    0.002    0.000 values.py:445(__init__)
     1365    0.001    0.000    0.002    0.000 target_extension.py:14(__getitem__)
        4    0.000    0.000    0.002    0.001 npyimpl.py:482(do_ufunc)
     1464    0.000    0.000    0.002    0.000 base.py:380(_insert_getattr_defn)
     1464    0.000    0.000    0.002    0.000 base.py:388(_insert_cast_defn)
        4    0.000    0.000    0.002    0.001 npyimpl.py:336(numpy_ufunc_kernel)
      226    0.001    0.000    0.002    0.000 misc.py:61(literal)
        8    0.000    0.000    0.002    0.000 base.py:429(declare_function)
       61    0.000    0.000    0.002    0.000 pyparsing.py:3292(<listcomp>)
      567    0.002    0.000    0.002    0.000 ntpath.py:150(splitdrive)
      297    0.000    0.000    0.002    0.000 instructions.py:408(__init__)
      200    0.000    0.000    0.002    0.000 traceback.py:301(line)
       10    0.000    0.000    0.002    0.000 transforms.py:93(populate)
     2465    0.002    0.000    0.002    0.000 event.py:254(on_end)
     1464    0.000    0.000    0.002    0.000 base.py:384(_insert_setattr_defn)
       96    0.001    0.000    0.002    0.000 targetconfig.py:199(<dictcomp>)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1518(setParseAction)
        3    0.000    0.000    0.002    0.001 patches.py:2163(<listcomp>)
       50    0.000    0.000    0.002    0.000 cgutils.py:149(__getattr__)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1283(_trim_arity)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
        1    0.000    0.000    0.002    0.002 encoders.py:1(<module>)
       16    0.000    0.000    0.002    0.000 rcsetup.py:618(cycler)
      108    0.002    0.000    0.002    0.000 analysis.py:91(liveness)
     2990    0.002    0.000    0.002    0.000 targetconfig.py:111(getter)
      136    0.000    0.000    0.002    0.000 module.py:233(_next)
        1    0.000    0.000    0.002    0.002 listobj.py:1(<module>)
       79    0.000    0.000    0.002    0.000 instructions.py:151(descr)
      125    0.000    0.000    0.002    0.000 builder.py:921(gep)
       13    0.000    0.000    0.002    0.000 module.py:160(link_in)
      612    0.002    0.000    0.002    0.000 _inspect.py:65(getargs)
     1464    0.000    0.000    0.002    0.000 base.py:392(_insert_get_constant_defn)
      384    0.001    0.000    0.002    0.000 posixpath.py:150(dirname)
      268    0.001    0.000    0.002    0.000 values.py:1061(__init__)
     4074    0.002    0.000    0.002    0.000 sre_parse.py:173(append)
        4    0.000    0.000    0.002    0.001 base.py:907(call_internal_no_propagate)
      792    0.001    0.000    0.002    0.000 typing.py:986(__setattr__)
      568    0.000    0.000    0.002    0.000 ffi.py:356(__del__)
        1    0.000    0.000    0.002    0.002 uuid.py:1(<module>)
       79    0.001    0.000    0.002    0.000 instructions.py:120(_descr)
      150    0.001    0.000    0.002    0.000 typeinfer.py:508(fold_arg_vars)
      906    0.001    0.000    0.002    0.000 posixpath.py:60(isabs)
        1    0.000    0.000    0.002    0.002 parallel.py:1(<module>)
       50    0.000    0.000    0.002    0.000 cgutils.py:166(__getitem__)
      870    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:198(cb)
      150    0.000    0.000    0.002    0.000 linecache.py:26(getline)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3365(<listcomp>)
       24    0.000    0.000    0.002    0.000 pyparsing.py:1291(extract_stack)
        1    0.000    0.000    0.002    0.002 font_manager.py:1429(_load_fontmanager)
        9    0.000    0.000    0.002    0.000 callconv.py:353(set_static_user_exc)
       24    0.000    0.000    0.002    0.000 cgutils.py:124(_make_refs)
      155    0.000    0.000    0.002    0.000 __init__.py:2519(_parse_extras)
      170    0.000    0.000    0.002    0.000 instructions.py:181(descr)
        1    0.000    0.000    0.002    0.002 backend_agg.py:1(<module>)
        6    0.000    0.000    0.002    0.000 untyped_passes.py:162(run_pass)
       83    0.001    0.000    0.002    0.000 instructions.py:65(__init__)
     4434    0.002    0.000    0.002    0.000 sre_parse.py:161(__len__)
        4    0.000    0.000    0.002    0.001 codegen.py:768(_finalize_dynamic_globals)
      870    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:71(__init__)
      962    0.001    0.000    0.002    0.000 sre_compile.py:447(_simple)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3970(<listcomp>)
       81    0.002    0.000    0.002    0.000 analysis.py:81(def_reach)
        1    0.000    0.000    0.002    0.002 string.py:69(__init_subclass__)
      687    0.001    0.000    0.002    0.000 target_extension.py:52(get_local_target)
        1    0.000    0.000    0.002    0.002 builder.py:1(<module>)
      137    0.000    0.000    0.002    0.000 models.py:629(get)
        1    0.000    0.000    0.002    0.002 __init__.py:3152(parse)
    13260    0.002    0.000    0.002    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.002    0.001 __init__.py:3080(parse_requirements)
        6    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:565(_find_module_shim)
     5075    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.002    0.002 __init__.py:3107(__init__)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
      313    0.001    0.000    0.002    0.000 instructions.py:433(descr)
       86    0.001    0.000    0.002    0.000 npydecl.py:327(_numpy_ufunc)
      268    0.000    0.000    0.002    0.000 values.py:969(<genexpr>)
       12    0.000    0.000    0.002    0.000 callwrapper.py:39(cleanup_arg)
       56    0.000    0.000    0.002    0.000 pyparsing.py:3901(<listcomp>)
      255    0.000    0.000    0.002    0.000 __init__.py:1309(safe_name)
      190    0.001    0.000    0.002    0.000 typing.py:146(_type_check)
  852/847    0.001    0.000    0.002    0.000 values.py:455(_get_reference)
        4    0.000    0.000    0.002    0.001 numbers.py:120(int_divmod)
      294    0.001    0.000    0.002    0.000 enum.py:986(__and__)
        1    0.000    0.000    0.002    0.002 cffi_utils.py:1(<module>)
        4    0.000    0.000    0.002    0.000 numbers.py:63(int_divmod_signed)
        6    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1516(find_loader)
        4    0.000    0.000    0.002    0.000 codegen.py:1014(scan_unresolved_symbols)
        6    0.000    0.000    0.002    0.000 analysis.py:291(dead_branch_prune)
       66    0.000    0.000    0.002    0.000 pyparsing.py:2138(__add__)
     1123    0.001    0.000    0.002    0.000 typeinfer.py:911(__getitem__)
       58    0.000    0.000    0.002    0.000 pythonapi.py:1280(_get_function)
       87    0.000    0.000    0.002    0.000 builder.py:825(branch)
        1    0.000    0.000    0.002    0.002 twodim_base.py:1(<module>)
     4143    0.002    0.000    0.002    0.000 version.py:271(<genexpr>)
        2    0.000    0.000    0.002    0.001 transforms.py:87(_populate_module_pm)
     1316    0.001    0.000    0.002    0.000 context.py:469(_insert_global)
     1660    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:404(parent)
        1    0.000    0.000    0.002    0.002 font_manager.py:1010(json_load)
        1    0.000    0.000    0.002    0.002 listdecl.py:1(<module>)
        1    0.000    0.000    0.002    0.002 mathdecl.py:1(<module>)
      125    0.000    0.000    0.002    0.000 instructions.py:529(descr)
      123    0.001    0.000    0.002    0.000 __init__.py:2880(insert_on)
        4    0.000    0.000    0.002    0.000 __init__.py:299(loads)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1250(setParseAction)
      193    0.000    0.000    0.002    0.000 values.py:1080(__str__)
       86    0.000    0.000    0.002    0.000 ffi.py:254(__exit__)
     1656    0.001    0.000    0.002    0.000 context.py:455(_lookup_global)
       23    0.000    0.000    0.002    0.000 overrides.py:223(decorator)
        1    0.000    0.000    0.002    0.002 __init__.py:274(load)
        1    0.000    0.000    0.002    0.002 npyimpl.py:1(<module>)
      977    0.001    0.000    0.002    0.000 __init__.py:2825(__getattr__)
        4    0.000    0.000    0.002    0.000 decoder.py:332(decode)
      138    0.000    0.000    0.002    0.000 builder.py:568(_icmp)
      172    0.000    0.000    0.002    0.000 ffi.py:244(close)
       27    0.000    0.000    0.002    0.000 pyparsing.py:1039(_trim_arity)
      181    0.001    0.000    0.002    0.000 fromnumeric.py:69(_wrapreduction)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5843(makeHTMLTags)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5806(_makeTags)
      102    0.000    0.000    0.002    0.000 models.py:709(getter)
     2140    0.001    0.000    0.002    0.000 templates.py:361(<genexpr>)
       75    0.000    0.000    0.002    0.000 values.py:932(<listcomp>)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
       75    0.000    0.000    0.002    0.000 controlflow.py:139(process)
       92    0.000    0.000    0.002    0.000 posixpath.py:377(abspath)
        2    0.000    0.000    0.002    0.001 markers.py:1(<module>)
     8111    0.002    0.000    0.002    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.002    0.002 _csr.py:1(<module>)
       23    0.000    0.000    0.002    0.000 ir_print.py:11(match)
       33    0.000    0.000    0.002    0.000 typeinfer.py:1488(typeof_const)
        4    0.001    0.000    0.002    0.000 decoder.py:343(raw_decode)
     3622    0.001    0.000    0.002    0.000 version.py:81(__eq__)
      168    0.000    0.000    0.002    0.000 builder.py:31(wrapped)
       43    0.000    0.000    0.002    0.000 typing.py:1147(copy_with)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
       67    0.001    0.000    0.002    0.000 pyparsing.py:4011(__init__)
       75    0.000    0.000    0.002    0.000 controlflow.py:394(_eliminate_dead_blocks)
      746    0.001    0.000    0.002    0.000 __init__.py:2650(key)
      740    0.001    0.000    0.002    0.000 {method 'sub' of 're.Pattern' objects}
    14404    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
       63    0.000    0.000    0.002    0.000 colors.py:980(reversed)
        1    0.000    0.000    0.002    0.002 value.py:1(<module>)
       82    0.000    0.000    0.002    0.000 templates.py:1009(make_intrinsic_template)
      125    0.001    0.000    0.002    0.000 instructions.py:507(__init__)
       26    0.000    0.000    0.002    0.000 pyparsing.py:1047(extract_stack)
     2764    0.001    0.000    0.002    0.000 sre_parse.py:287(tell)
        1    0.000    0.000    0.002    0.002 decimal.py:1(<module>)
     1004    0.000    0.000    0.002    0.000 context.py:494(insert_global)
     2540    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       92    0.000    0.000    0.002    0.000 typed_passes.py:604(_get_callable_info)
        7    0.000    0.000    0.002    0.000 functools.py:774(_find_impl)
       13    0.000    0.000    0.002    0.000 linker.py:5(link_modules)
       33    0.000    0.000    0.002    0.000 callconv.py:155(_get_arg_packer)
     1317    0.000    0.000    0.002    0.000 target_extension.py:120(inherits_from)
        3    0.000    0.000    0.002    0.001 compiler.py:511(define_pipelines)
     1508    0.001    0.000    0.002    0.000 errors.py:803(new_error_context)
        1    0.000    0.000    0.002    0.002 __init__.py:412(PercentStyle)
      234    0.000    0.000    0.002    0.000 numpy_support.py:327(numpy_outputs)
        2    0.000    0.000    0.002    0.001 imputils.py:333(wrapper)
     1881    0.001    0.000    0.002    0.000 builder.py:351(_insert)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
       60    0.000    0.000    0.002    0.000 ir_utils.py:2191(enforce_no_dels)
        7    0.000    0.000    0.002    0.000 functools.py:732(_compose_mro)
       33    0.000    0.000    0.002    0.000 base.py:327(get_arg_packer)
      218    0.000    0.000    0.002    0.000 typeof.py:39(typeof_impl)
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
      876    0.000    0.000    0.002    0.000 colors.py:106(_is_nth_color)
        1    0.000    0.000    0.002    0.002 ir.py:1(<module>)
     3830    0.001    0.000    0.002    0.000 inspect.py:191(isclass)
       27    0.000    0.000    0.002    0.000 postproc.py:37(cfg)
       30    0.000    0.000    0.002    0.000 controlflow.py:270(loops)
        1    0.000    0.000    0.002    0.002 config.py:83(__init__)
