LebwohlLasher_numba.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.290, Time: 0.822737 s
         7611040 function calls (7348788 primitive calls) in 6.810 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.005    0.005 backend_tools.py:1(<module>)
     3699    0.004    0.000    0.005    0.000 controlflow.py:366(_add_edge)
        4    0.000    0.000    0.005    0.001 arrayobj.py:3064(_make_view)
      567    0.001    0.000    0.005    0.000 __init__.py:1483(_validate_resource_path)
    42745    0.005    0.000    0.005    0.000 {method 'values' of 'dict' objects}
     1134    0.001    0.000    0.005    0.000 _collections_abc.py:909(__iter__)
     3485    0.003    0.000    0.005    0.000 values.py:863(__iter__)
       33    0.000    0.000    0.005    0.000 transforms.py:522(find_setupwiths)
      632    0.001    0.000    0.005    0.000 typeof.py:39(typeof_impl)
      349    0.000    0.000    0.005    0.000 models.py:650(set)
    17011    0.005    0.000    0.005    0.000 controlflow.py:116(successors)
       33    0.000    0.000    0.005    0.000 removerefctpass.py:37(_legalize)
      835    0.001    0.000    0.005    0.000 base.py:493(get_value_type)
     5729    0.004    0.000    0.005    0.000 registry.py:95(__getitem__)
        1    0.000    0.000    0.005    0.005 cloudpickle.py:1(<module>)
     1933    0.004    0.000    0.005    0.000 ir.py:1481(get_definition)
        7    0.000    0.000    0.005    0.001 numbers.py:1312(literal_int_to_boolean)
      319    0.001    0.000    0.005    0.000 dylib.py:15(add_symbol)
        1    0.000    0.000    0.005    0.005 listobj.py:227(allocate_ex)
        1    0.000    0.000    0.005    0.005 arrayobj.py:4333(array_asfortranarray)
        1    0.000    0.000    0.005    0.005 arrayobj.py:4268(_as_layout_array)
        1    0.000    0.000    0.005    0.005 arrayobj.py:4221(_array_copy)
        1    0.000    0.000    0.005    0.005 defchararray.py:1(<module>)
     1075    0.001    0.000    0.005    0.000 values.py:1111(__init__)
     1058    0.003    0.000    0.005    0.000 byteflow.py:1312(append)
   114/56    0.000    0.000    0.005    0.000 pyparsing.py:3968(copy)
       58    0.000    0.000    0.005    0.000 dispatcher.py:101(fold_argument_types)
        1    0.000    0.000    0.005    0.005 arrayobj.py:3786(numpy_zeros_like_nd)
      151    0.000    0.000    0.005    0.000 cgutils.py:689(<listcomp>)
        1    0.000    0.000    0.005    0.005 _internal.py:1(<module>)
     2727    0.003    0.000    0.005    0.000 context.py:250(_get_attribute_templates)
       10    0.000    0.000    0.005    0.000 pyparsing.py:3140(__init__)
        1    0.000    0.000    0.005    0.005 shutil.py:1(<module>)
     2340    0.002    0.000    0.005    0.000 ir.py:579(<genexpr>)
        1    0.000    0.000    0.005    0.005 nrtdynmod.py:181(create_nrt_module)
     1926    0.002    0.000    0.005    0.000 types.py:444(elements)
       50    0.000    0.000    0.005    0.000 traceback.py:216(extract_stack)
        1    0.000    0.000    0.005    0.005 arrayobj.py:4809(_do_concatenate)
        2    0.000    0.000    0.005    0.002 misc.py:1(<module>)
     2024    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:125(release)
       33    0.001    0.000    0.005    0.000 transforms.py:527(find_ranges)
    96/66    0.000    0.000    0.005    0.000 models.py:459(as_argument)
       22    0.000    0.000    0.005    0.000 npyimpl.py:161(_prepare_argument)
      991    0.002    0.000    0.005    0.000 byteflow.py:1294(make_temp)
       14    0.000    0.000    0.005    0.000 arrayobj.py:117(get_itemsize)
      166    0.000    0.000    0.005    0.000 templates.py:1173(make_overload_method_template)
      162    0.000    0.000    0.005    0.000 inspect.py:3181(bind)
     1099    0.001    0.000    0.005    0.000 bytecode.py:184(next)
     7617    0.003    0.000    0.005    0.000 __init__.py:1455(debug)
        2    0.000    0.000    0.005    0.002 __init__.py:46(_get_running_interactive_framework)
      611    0.001    0.000    0.005    0.000 itanium_mangler.py:88(_escape_string)
        5    0.000    0.000    0.005    0.001 arrayobj.py:2285(array_ctypes)
      428    0.001    0.000    0.005    0.000 rcsetup.py:310(validate_color)
        2    0.000    0.000    0.005    0.002 arrayobj.py:1625(array_T)
      437    0.003    0.000    0.005    0.000 posixpath.py:338(normpath)
        7    0.000    0.000    0.005    0.001 base.py:748(is_true)
      768    0.001    0.000    0.005    0.000 builder.py:290(_branch_helper)
      170    0.004    0.000    0.005    0.000 templates.py:1151(make_overload_attribute_template)
      162    0.004    0.000    0.005    0.000 inspect.py:3050(_bind)
      100    0.003    0.000    0.005    0.000 {method 'randint' of 'numpy.random.mtrand.RandomState' objects}
     1258    0.002    0.000    0.005    0.000 interpreter.py:710(get)
      221    0.000    0.000    0.005    0.000 removerefctpass.py:44(valid_output)
        1    0.000    0.000    0.005    0.005 _mathtext.py:1882(Parser)
        9    0.000    0.000    0.005    0.001 arrayobj.py:2231(array_size)
      451    0.002    0.000    0.004    0.000 typeinfer.py:1647(typeof_expr)
       38    0.000    0.000    0.004    0.000 decorators.py:246(njit)
       12    0.000    0.000    0.004    0.000 pyparsing.py:4251(__init__)
    11228    0.003    0.000    0.004    0.000 ir.py:251(__hash__)
        1    0.001    0.001    0.004    0.004 pyplot.py:2025(_setup_pyplot_info_docstrings)
      377    0.000    0.000    0.004    0.000 models.py:708(traverse)
       50    0.001    0.000    0.004    0.000 traceback.py:338(extract)
      190    0.001    0.000    0.004    0.000 module.py:182(functions)
    48103    0.004    0.000    0.004    0.000 {built-in method builtins.callable}
        7    0.000    0.000    0.004    0.001 enum.py:536(_convert_)
     1132    0.001    0.000    0.004    0.000 __init__.py:2058(<genexpr>)
        2    0.004    0.002    0.004    0.002 {built-in method matplotlib._c_internal_utils.display_is_valid}
      351    0.001    0.000    0.004    0.000 numbers.py:1332(constant_integer)
        2    0.000    0.000    0.004    0.002 transforms.py:87(_populate_module_pm)
     1260    0.003    0.000    0.004    0.000 ir.py:1210(find_exprs)
    36/11    0.000    0.000    0.004    0.000 pyparsing.py:3743(leaveWhitespace)
        1    0.000    0.000    0.004    0.004 builtins.py:390(next_impl)
     2588    0.002    0.000    0.004    0.000 context.py:455(_lookup_global)
        9    0.000    0.000    0.004    0.000 typeconv.py:78(promote)
        9    0.000    0.000    0.004    0.000 castgraph.py:125(promote)
    13543    0.003    0.000    0.004    0.000 _utils.py:71(_stringify_metadata)
      471    0.000    0.000    0.004    0.000 pyparsing.py:1167(copy)
     4069    0.002    0.000    0.004    0.000 abstract.py:123(__ne__)
       11    0.000    0.000    0.004    0.000 pyparsing.py:1901(parseString)
        1    0.000    0.000    0.004    0.004 _mathtext.py:2467(<lambda>)
        1    0.000    0.000    0.004    0.004 _mathtext.py:2467(<listcomp>)
     5459    0.003    0.000    0.004    0.000 {built-in method builtins.max}
     1391    0.001    0.000    0.004    0.000 ir_utils.py:1536(get_definition)
      215    0.000    0.000    0.004    0.000 base.py:465(insert_unique_const)
       10    0.000    0.000    0.004    0.000 rangeobj.py:151(iternext)
        1    0.000    0.000    0.004    0.004 cgutils.py:1(<module>)
     1372    0.002    0.000    0.004    0.000 __init__.py:2081(dist_factory)
     2432    0.001    0.000    0.004    0.000 base.py:380(_insert_getattr_defn)
     1086    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
      891    0.002    0.000    0.004    0.000 compiler_machinery.py:184(_validate_pass)
     1442    0.004    0.000    0.004    0.000 version.py:444(_cmpkey)
        8    0.000    0.000    0.004    0.001 overload_glue.py:131(ol_generated)
       90    0.001    0.000    0.004    0.000 extending.py:349(_register)
     2647    0.001    0.000    0.004    0.000 castgraph.py:48(get)
    27554    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
      954    0.004    0.000    0.004    0.000 {method '__exit__' of '_io._IOBase' objects}
     2432    0.001    0.000    0.004    0.000 base.py:388(_insert_cast_defn)
       66    0.000    0.000    0.004    0.000 controlflow.py:261(backbone)
       82    0.000    0.000    0.004    0.000 packer.py:115(assign_names)
       62    0.000    0.000    0.004    0.000 typed_passes.py:582(_get_attr_info)
       33    0.001    0.000    0.004    0.000 untyped_passes.py:288(run_pass)
     2432    0.001    0.000    0.004    0.000 base.py:384(_insert_setattr_defn)
        2    0.000    0.000    0.004    0.002 function_base.py:1(<module>)
        2    0.000    0.000    0.004    0.002 scanner.py:1(<module>)
       28    0.000    0.000    0.004    0.000 pythonapi.py:288(err_set_string)
      710    0.001    0.000    0.004    0.000 instructions.py:30(descr)
       33    0.001    0.000    0.004    0.000 typed_passes.py:811(_strip_phi_nodes)
      312    0.000    0.000    0.004    0.000 functions.py:266(augment)
       90    0.000    0.000    0.004    0.000 cgutils.py:656(pack_array)
    54/36    0.000    0.000    0.004    0.000 models.py:467(from_argument)
        1    0.000    0.000    0.004    0.004 pickle.py:1(<module>)
       12    0.000    0.000    0.004    0.000 npyimpl.py:348(<listcomp>)
     1080    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:173(__exit__)
     2432    0.001    0.000    0.004    0.000 base.py:392(_insert_get_constant_defn)
       95    0.000    0.000    0.004    0.000 base.py:965(get_python_api)
      455    0.001    0.000    0.004    0.000 deprecation.py:9(wrap)
     2541    0.001    0.000    0.004    0.000 compiler_machinery.py:417(get)
      377    0.001    0.000    0.004    0.000 models.py:715(<listcomp>)
      108    0.000    0.000    0.004    0.000 arrayobj.py:49(mark_positive)
        1    0.000    0.000    0.004    0.004 header.py:1(<module>)
      269    0.000    0.000    0.004    0.000 cgutils.py:435(add_global_variable)
      137    0.000    0.000    0.004    0.000 rcsetup.py:88(f)
        1    0.000    0.000    0.004    0.004 font_manager.py:1(<module>)
      703    0.001    0.000    0.004    0.000 ir.py:1131(get_or_define)
      147    0.001    0.000    0.004    0.000 deprecation.py:133(deprecate)
      428    0.000    0.000    0.004    0.000 colors.py:111(is_color_like)
     3520    0.002    0.000    0.004    0.000 {built-in method builtins.all}
       95    0.001    0.000    0.004    0.000 pythonapi.py:168(__init__)
      566    0.000    0.000    0.004    0.000 numpy_support.py:327(numpy_outputs)
   114/56    0.000    0.000    0.004    0.000 pyparsing.py:3970(<listcomp>)
      616    0.001    0.000    0.004    0.000 _inspect.py:96(getargspec)
     3303    0.003    0.000    0.004    0.000 {built-in method _functools.reduce}
       33    0.000    0.000    0.004    0.000 controlflow.py:225(_post_doms)
       56    0.000    0.000    0.004    0.000 module.py:138(data_layout)
      108    0.000    0.000    0.004    0.000 arrayobj.py:38(set_range_metadata)
      161    0.000    0.000    0.004    0.000 callconv.py:515(type_may_always_need_nrt)
        2    0.000    0.000    0.004    0.002 module.py:1(<module>)
       33    0.000    0.000    0.004    0.000 controlflow.py:556(_find_post_dominators)
       34    0.000    0.000    0.004    0.000 codegen.py:570(create_ir_module)
      190    0.000    0.000    0.004    0.000 module.py:241(_dispose)
      716    0.001    0.000    0.004    0.000 values.py:452(_to_string)
       20    0.000    0.000    0.004    0.000 listobj.py:162(_payload)
      605    0.001    0.000    0.004    0.000 ir.py:1045(__repr__)
    20801    0.004    0.000    0.004    0.000 {method 'group' of 're.Match' objects}
       20    0.000    0.000    0.004    0.000 listobj.py:22(get_list_payload)
      215    0.000    0.000    0.004    0.000 cgutils.py:957(global_constant)
    13138    0.003    0.000    0.004    0.000 analysis.py:69(<genexpr>)
     1345    0.002    0.000    0.004    0.000 templates.py:183(signature)
    38081    0.004    0.000    0.004    0.000 targetconfig.py:38(default)
       33    0.000    0.000    0.004    0.000 untyped_passes.py:140(run_pass)
        1    0.000    0.000    0.004    0.004 lowering.py:1(<module>)
        2    0.000    0.000    0.004    0.002 errors.py:1(<module>)
      124    0.001    0.000    0.004    0.000 typeinfer.py:217(__call__)
        2    0.000    0.000    0.004    0.002 lowering.py:970(_lower_call_ExternalFunction)
       56    0.000    0.000    0.004    0.000 pyparsing.py:3901(<listcomp>)
      496    0.001    0.000    0.004    0.000 ir.py:1140(redefine)
      103    0.002    0.000    0.004    0.000 interpreter.py:1062(op_LOAD_CONST)
2122/2119    0.001    0.000    0.004    0.000 types.py:121(_to_string)
      603    0.001    0.000    0.004    0.000 targetconfig.py:57(top_or_none)
        1    0.000    0.000    0.004    0.004 debuginfo.py:1(<module>)
        7    0.000    0.000    0.004    0.001 arrayobj.py:3692(safecast_intp)
 1277/973    0.001    0.000    0.004    0.000 ir.py:234(__eq__)
   260/11    0.001    0.000    0.004    0.000 pyparsing.py:1647(_parseNoCache)
        1    0.000    0.000    0.004    0.004 tags.py:1(<module>)
       66    0.000    0.000    0.004    0.000 itanium_mangler.py:207(mangle_args)
      119    0.000    0.000    0.004    0.000 templates.py:1025(resolve)
        1    0.000    0.000    0.004    0.004 unicode_support.py:1(<module>)
      705    0.001    0.000    0.004    0.000 utils.py:31(erase_traceback)
       33    0.000    0.000    0.004    0.000 byteflow.py:164(_prune_phis)
      369    0.001    0.000    0.004    0.000 typed_passes.py:606(get_func_type)
    55/41    0.000    0.000    0.004    0.000 typing.py:401(__getitem__)
     1315    0.002    0.000    0.004    0.000 {method 'sub' of 're.Pattern' objects}
       32    0.000    0.000    0.003    0.000 cgutils.py:618(loop_nest)
    63/11    0.000    0.000    0.003    0.000 pyparsing.py:4049(parseImpl)
      851    0.001    0.000    0.003    0.000 typeinfer.py:1180(check_var)
       66    0.000    0.000    0.003    0.000 itanium_mangler.py:211(<listcomp>)
     3112    0.002    0.000    0.003    0.000 value.py:81(__init__)
    23842    0.003    0.000    0.003    0.000 {built-in method builtins.id}
      566    0.000    0.000    0.003    0.000 numpy_support.py:329(<listcomp>)
        1    0.000    0.000    0.003    0.003 numerictypes.py:1(<module>)
     2861    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:404(parent)
      122    0.000    0.000    0.003    0.000 callconv.py:399(_get_try_state)
        1    0.000    0.000    0.003    0.003 _misc.py:1(<module>)
      642    0.001    0.000    0.003    0.000 instructions.py:127(<listcomp>)
  318/118    0.001    0.000    0.003    0.000 itanium_mangler.py:164(mangle_type_or_value)
    61/11    0.000    0.000    0.003    0.000 pyparsing.py:3288(leaveWhitespace)
       33    0.000    0.000    0.003    0.000 typed_passes.py:447(run_pass)
       33    0.001    0.000    0.003    0.000 bytecode.py:311(from_function)
       80    0.000    0.000    0.003    0.000 context.py:217(_resolve_builtin_function_type)
        1    0.000    0.000    0.003    0.003 iterators.py:46(iternext_enumerate)
    46/32    0.000    0.000    0.003    0.000 cgutils.py:646(_loop_nest)
    13389    0.003    0.000    0.003    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.003    0.003 socket.py:1(<module>)
        2    0.000    0.000    0.003    0.002 npdatetime.py:1(<module>)
     2476    0.001    0.000    0.003    0.000 types.py:27(as_pointer)
      149    0.001    0.000    0.003    0.000 lowering.py:387(pre_block)
      216    0.000    0.000    0.003    0.000 builder.py:588(icmp_unsigned)
        6    0.000    0.000    0.003    0.001 numbers.py:120(int_divmod)
       33    0.000    0.000    0.003    0.000 ssa.py:101(_iterated_domfronts)
       10    0.000    0.000    0.003    0.000 rangeobj.py:30(range1_impl)
        6    0.000    0.000    0.003    0.001 numbers.py:63(int_divmod_signed)
    11891    0.002    0.000    0.003    0.000 _mathtext.py:2469(<genexpr>)
       75    0.000    0.000    0.003    0.000 cgutils.py:145(_get_ptr_by_name)
        9    0.000    0.000    0.003    0.000 enum.py:483(_create_)
     3472    0.002    0.000    0.003    0.000 compiler_machinery.py:414(is_registered)
        1    0.000    0.000    0.003    0.003 interpreter.py:1(<module>)
       25    0.000    0.000    0.003    0.000 pyparsing.py:1283(_trim_arity)
       21    0.000    0.000    0.003    0.000 pyparsing.py:1518(setParseAction)
       54    0.000    0.000    0.003    0.000 models.py:482(from_data)
       64    0.000    0.000    0.003    0.000 deprecation.py:318(delete_parameter)
     1288    0.002    0.000    0.003    0.000 warnings.py:181(_add_filter)
      342    0.000    0.000    0.003    0.000 sre_parse.py:97(closegroup)
      116    0.000    0.000    0.003    0.000 templates.py:1028(_resolve)
      291    0.000    0.000    0.003    0.000 packer.py:167(__init__)
        3    0.000    0.000    0.003    0.001 arrayobj.py:522(array_item)
        3    0.000    0.000    0.003    0.001 boxing.py:438(unbox_array)
    26660    0.003    0.000    0.003    0.000 event.py:92(kind)
       33    0.000    0.000    0.003    0.000 byteflow.py:73(__init__)
       41    0.000    0.000    0.003    0.000 typing.py:483(Union)
       11    0.000    0.000    0.003    0.000 functools.py:774(_find_impl)
       50    0.003    0.000    0.003    0.000 {method 'normal' of 'numpy.random.mtrand.RandomState' objects}
      567    0.001    0.000    0.003    0.000 ntpath.py:87(isabs)
       16    0.000    0.000    0.003    0.000 typeinfer.py:467(__call__)
       34    0.000    0.000    0.003    0.000 models.py:474(as_data)
       66    0.000    0.000    0.003    0.000 pyparsing.py:2138(__add__)
       46    0.000    0.000    0.003    0.000 cgutils.py:486(for_range)
       61    0.000    0.000    0.003    0.000 rcsetup.py:107(<listcomp>)
        7    0.000    0.000    0.003    0.000 arrayobj.py:3084(_arrays_or_scalars)
        1    0.000    0.000    0.003    0.003 dictobject.py:1(<module>)
      635    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
       11    0.000    0.000    0.003    0.000 functools.py:732(_compose_mro)
      416    0.001    0.000    0.003    0.000 version.py:293(__str__)
      180    0.000    0.000    0.003    0.000 base.py:524(get_constant)
       14    0.000    0.000    0.003    0.000 listobj.py:60(_gep)
    27364    0.003    0.000    0.003    0.000 inspect.py:2687(name)
     4891    0.002    0.000    0.003    0.000 models.py:673(get_field_position)
    27564    0.003    0.000    0.003    0.000 {built-in method builtins.iter}
      239    0.000    0.000    0.003    0.000 rcsetup.py:282(validate_color_for_prop_cycle)
     1926    0.003    0.000    0.003    0.000 types.py:352(__init__)
    25537    0.003    0.000    0.003    0.000 {method 'isidentifier' of 'str' objects}
       95    0.001    0.000    0.003    0.000 typing.py:1016(__init__)
      578    0.001    0.000    0.003    0.000 typeinfer.py:667(_add_refine_map)
      180    0.000    0.000    0.003    0.000 contextlib.py:482(enter_context)
       85    0.000    0.000    0.003    0.000 interpreter.py:1186(op_CALL_FUNCTION)
  656/163    0.001    0.000    0.003    0.000 packer.py:123(_assign_names)
        1    0.000    0.000    0.003    0.003 filedialog.py:1(<module>)
      605    0.001    0.000    0.003    0.000 ir.py:196(short)
       24    0.000    0.000    0.003    0.000 pyparsing.py:1291(extract_stack)
        1    0.000    0.000    0.003    0.003 constructor.py:1(<module>)
      635    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
    11935    0.003    0.000    0.003    0.000 controlflow.py:124(predecessors)
      189    0.000    0.000    0.003    0.000 containers.py:256(__unliteral__)
       33    0.000    0.000    0.003    0.000 ssa.py:160(_run_block_analysis)
       33    0.002    0.000    0.003    0.000 ir_utils.py:2011(raise_on_unsupported_feature)
    19897    0.003    0.000    0.003    0.000 builder.py:195(block)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3363(copy)
        1    0.000    0.000    0.003    0.003 scimath.py:1(<module>)
       80    0.001    0.000    0.003    0.000 contextlib.py:533(__exit__)
      161    0.000    0.000    0.003    0.000 values.py:70(wrapped)
        2    0.000    0.000    0.003    0.001 utils.py:443(inner)
     5320    0.002    0.000    0.003    0.000 posixpath.py:41(_get_sep)
     2902    0.003    0.000    0.003    0.000 utils.py:373(__setitem__)
      280    0.001    0.000    0.003    0.000 byteflow.py:348(op_LOAD_FAST)
        1    0.000    0.000    0.003    0.003 base.py:151(_load_global_helpers)
      544    0.000    0.000    0.003    0.000 __init__.py:2409(_)
      566    0.002    0.000    0.003    0.000 numpy_support.py:276(supported_ufunc_loop)
     1761    0.002    0.000    0.003    0.000 values.py:1015(__init__)
        4    0.000    0.000    0.003    0.001 pyparsing.py:1608(parseString)
     2661    0.001    0.000    0.003    0.000 castgraph.py:65(__getitem__)
       33    0.001    0.000    0.003    0.000 analysis.py:580(rewrite_semantic_constants)
     2001    0.002    0.000    0.003    0.000 controlflow.py:600(push_state)
    15886    0.003    0.000    0.003    0.000 {method 'insert' of 'list' objects}
      291    0.000    0.000    0.003    0.000 packer.py:170(_build_unflatten_code)
      378    0.001    0.000    0.003    0.000 enum.py:89(__setitem__)
       20    0.000    0.000    0.003    0.000 options.py:30(parse_as_flags)
     6019    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
      120    0.000    0.000    0.003    0.000 inline_closurecall.py:1361(inline_array)
       34    0.000    0.000    0.003    0.000 module.py:56(__str__)
       22    0.000    0.000    0.003    0.000 pythonapi.py:1329(unserialize)
      705    0.001    0.000    0.003    0.000 context.py:408(_get_global_type)
      284    0.001    0.000    0.003    0.000 function_base.py:475(add_newdoc)
        1    0.000    0.000    0.003    0.003 listobj.py:1(<module>)
       12    0.000    0.000    0.003    0.000 typeinfer.py:776(__call__)
      200    0.000    0.000    0.003    0.000 traceback.py:301(line)
      632    0.002    0.000    0.003    0.000 typeof.py:60(_typeof_buffer)
       14    0.000    0.000    0.003    0.000 consts.py:85(<genexpr>)
      314    0.000    0.000    0.003    0.000 typeinfer.py:1106(copy_type)
       14    0.000    0.000    0.003    0.000 listobj.py:56(data)
      950    0.001    0.000    0.003    0.000 os.py:675(__getitem__)
       14    0.000    0.000    0.003    0.000 ssa.py:130(_fresh_vars)
      448    0.001    0.000    0.003    0.000 colors.py:152(to_rgba)
      180    0.000    0.000    0.003    0.000 __init__.py:1615(_get)
     3305    0.002    0.000    0.003    0.000 values.py:575(function_type)
        1    0.000    0.000    0.003    0.003 _add_newdocs.py:1(<module>)
       33    0.000    0.000    0.003    0.000 bytecode.py:253(dump)
       67    0.001    0.000    0.003    0.000 pyparsing.py:4011(__init__)
6718/2690    0.002    0.000    0.003    0.000 packer.py:144(rec)
    13874    0.003    0.000    0.003    0.000 {method 'items' of 'dict' objects}
        5    0.000    0.000    0.003    0.001 boxing.py:46(unbox_integer)
        1    0.000    0.000    0.003    0.003 dates.py:1(<module>)
     1310    0.003    0.000    0.003    0.000 warnings.py:458(__enter__)
     1338    0.001    0.000    0.003    0.000 re.py:187(match)
       45    0.000    0.000    0.003    0.000 interpreter.py:1633(_op_JUMP_IF)
      594    0.000    0.000    0.003    0.000 ssa.py:40(get)
     2118    0.001    0.000    0.003    0.000 models.py:684(get_type)
     1304    0.001    0.000    0.003    0.000 instructions.py:121(descr_arg)
        8    0.000    0.000    0.003    0.000 overload_glue.py:135(body)
        3    0.000    0.000    0.003    0.001 polynomial.py:1(<module>)
       75    0.000    0.000    0.003    0.000 scalars.py:78(__init__)
      207    0.000    0.000    0.003    0.000 builder.py:857(ret)
     1075    0.001    0.000    0.003    0.000 builder.py:357(_set_terminator)
     4389    0.003    0.000    0.003    0.000 ffi.py:323(detach)
        1    0.000    0.000    0.003    0.003 listobject.py:1(<module>)
        1    0.000    0.000    0.003    0.003 constructor.py:171(SafeConstructor)
       56    0.000    0.000    0.003    0.000 transforms.py:90(_populate_function_pm)
       42    0.000    0.000    0.003    0.000 typeinfer.py:239(__call__)
     3306    0.003    0.000    0.003    0.000 {method 'match' of 're.Pattern' objects}
       41    0.000    0.000    0.003    0.000 __init__.py:2528(parse_group)
     2026    0.001    0.000    0.003    0.000 context.py:52(__getitem__)
  849/291    0.002    0.000    0.003    0.000 packer.py:175(rec)
        1    0.000    0.000    0.003    0.003 executionengine.py:1(<module>)
      127    0.000    0.000    0.003    0.000 module.py:76(_dispose)
     1099    0.000    0.000    0.003    0.000 bytecode.py:181(_fetch_opcode)
      587    0.001    0.000    0.003    0.000 numpy_support.py:332(_ufunc_loop_sig)
     5238    0.002    0.000    0.003    0.000 sre_parse.py:250(match)
     1408    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:198(cb)
      859    0.002    0.000    0.003    0.000 posixpath.py:140(basename)
        1    0.000    0.000    0.003    0.003 pyparsing.py:5843(makeHTMLTags)
       33    0.000    0.000    0.003    0.000 compiler.py:553(define_nopython_lowering_pipeline)
        1    0.000    0.000    0.003    0.003 pyparsing.py:5806(_makeTags)
      357    0.000    0.000    0.003    0.000 models.py:101(<listcomp>)
      184    0.000    0.000    0.003    0.000 module.py:215(_get_metadata_lines)
      254    0.001    0.000    0.003    0.000 __init__.py:675(add)
     1408    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:71(__init__)
       70    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
      123    0.000    0.000    0.003    0.000 __init__.py:2302(fixup_namespace_packages)
        5    0.000    0.000    0.003    0.001 listobj.py:194(setitem)
       12    0.000    0.000    0.003    0.000 templates.py:402(apply)
       33    0.000    0.000    0.003    0.000 untyped_passes.py:429(run_pass)
     1218    0.002    0.000    0.003    0.000 ir.py:1036(__init__)
    17141    0.003    0.000    0.003    0.000 values.py:554(_get_name)
       50    0.000    0.000    0.003    0.000 base.py:445(insert_const_string)
      240    0.000    0.000    0.003    0.000 event.py:321(install_timer)
      562    0.003    0.000    0.003    0.000 {method 'splitlines' of 'str' objects}
      150    0.000    0.000    0.003    0.000 linecache.py:26(getline)
    72/66    0.000    0.000    0.003    0.000 itanium_mangler.py:191(mangle_templated_ident)
        3    0.000    0.000    0.003    0.001 patches.py:2159(pprint_styles)
       71    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
       66    0.001    0.000    0.003    0.000 passmanagers.py:42(dump_refprune_stats)
       16    0.000    0.000    0.003    0.000 rcsetup.py:618(cycler)
       61    0.000    0.000    0.003    0.000 pyparsing.py:3292(<listcomp>)
       12    0.000    0.000    0.003    0.000 context.py:329(resolve_setitem)
     6457    0.002    0.000    0.003    0.000 {method 'update' of 'dict' objects}
     2440    0.003    0.000    0.003    0.000 {built-in method builtins.repr}
       33    0.000    0.000    0.003    0.000 controlflow.py:177(dominance_frontier)
     1342    0.001    0.000    0.003    0.000 context.py:469(_insert_global)
      941    0.001    0.000    0.003    0.000 templates.py:1233(register)
       22    0.000    0.000    0.003    0.000 pythonapi.py:306(raise_object)
       40    0.000    0.000    0.003    0.000 interpreter.py:1660(op_POP_JUMP_IF_FALSE)
     1321    0.001    0.000    0.003    0.000 values.py:978(<genexpr>)
    10479    0.002    0.000    0.002    0.000 compiler.py:345(__getattr__)
      103    0.000    0.000    0.002    0.000 module.py:169(global_variables)
        1    0.000    0.000    0.002    0.002 lapack.py:1(<module>)
       91    0.000    0.000    0.002    0.000 module.py:124(name)
     1905    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       93    0.000    0.000    0.002    0.000 module.py:89(get_global_variable)
      833    0.002    0.000    0.002    0.000 extending.py:60(overload)
        8    0.002    0.000    0.002    0.000 overload_glue.py:30(_stub_generator)
        1    0.000    0.000    0.002    0.002 ImagePalette.py:1(<module>)
       33    0.001    0.000    0.002    0.000 analysis.py:646(find_literally_calls)
     5224    0.002    0.000    0.002    0.000 utils.py:337(key)
       55    0.000    0.000    0.002    0.000 serialize.py:51(dumps)
      665    0.000    0.000    0.002    0.000 ssa.py:342(_fix_var)
      151    0.001    0.000    0.002    0.000 array_exprs.py:33(match)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:62(__init__)
       66    0.002    0.000    0.002    0.000 ir_utils.py:1546(build_definitions)
        5    0.000    0.000    0.002    0.000 interpreter.py:1192(op_CALL_FUNCTION_KW)
    11820    0.002    0.000    0.002    0.000 analysis.py:40(<genexpr>)
       11    0.000    0.000    0.002    0.000 functools.py:745(<listcomp>)
        1    0.000    0.000    0.002    0.002 _basic.py:1(<module>)
       18    0.000    0.000    0.002    0.000 rcsetup.py:390(validate_font_properties)
     1099    0.001    0.000    0.002    0.000 bytecode.py:260(<genexpr>)
       48    0.000    0.000    0.002    0.000 lowering.py:814(normal_handler)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3365(<listcomp>)
